Date,Open,High,Low,Close,Volume
01-01-17,0.000223436,0.00022849,0.000221352,0.000227833,136829
02-01-17,0.000228374,0.000230411,0.000221792,0.00022633,195520
03-01-17,0.000223599,0.000228465,0.000221901,0.000227103,132352
04-01-17,0.000226992,0.000238861,0.000224747,0.000236137,442095
05-01-17,0.000233206,0.000257098,0.000220807,0.000228668,994730
06-01-17,0.000227634,0.000235187,0.000218139,0.000219526,305084
07-01-17,0.000221583,0.000228039,0.000216476,0.000220733,315096
08-01-17,0.000224242,0.00022951,0.000219347,0.000221025,132159
09-01-17,0.000221285,0.000229528,0.000215551,0.000229016,160173
10-01-17,0.000228942,0.000230701,0.000220162,0.000226247,204249
11-01-17,0.000224822,0.000226228,0.00020044,0.000205298,458200
12-01-17,0.000203464,0.000212218,0.00019498,0.000208379,263155
13-01-17,0.000207942,0.000212824,0.000202432,0.000208858,108930
14-01-17,0.000208952,0.000211902,0.000205986,0.000208749,71387.8
15-01-17,0.000206679,0.000209861,0.000202476,0.00020611,77839.2
16-01-17,0.000206122,0.000211773,0.000202862,0.000207194,103512
17-01-17,0.000206675,0.000218813,0.000202396,0.000215367,161002
18-01-17,0.000215434,0.000215961,0.000205238,0.0002078,98052.3
19-01-17,0.000205629,0.000212105,0.000205629,0.000210597,64430
20-01-17,0.000209027,0.000212365,0.000204546,0.000208534,72039.8
21-01-17,0.000205659,0.000214291,0.000204361,0.000208298,131115
22-01-17,0.000208325,0.000210747,0.00020314,0.000207376,72922.6
23-01-17,0.000204985,0.000208998,0.000202891,0.000208135,60872.6
24-01-17,0.000207965,0.00020926,0.00019998,0.000202261,59544.7
25-01-17,0.000202798,0.00020484,0.000199595,0.000203735,71636.1
26-01-17,0.000203745,0.000209882,0.000201104,0.00020805,93096.2
27-01-17,0.000208039,0.00021039,0.000204288,0.000204315,114996
28-01-17,0.000209021,0.0002101,0.000203447,0.000209004,54079.5
29-01-17,0.000209004,0.000210606,0.0002035,0.000204253,88538.2
30-01-17,0.000203806,0.000209849,0.000203352,0.000207922,60615.9
31-01-17,0.000208407,0.000215046,0.000203409,0.000205666,122078
01-02-17,0.000210775,0.000213521,0.000205599,0.000209392,83191.5
02-02-17,0.000211906,0.000214828,0.000207311,0.000211405,76733.6
03-02-17,0.000211056,0.000214051,0.000206753,0.000213092,112018
04-02-17,0.000213079,0.000213569,0.000206143,0.000211401,113546
05-02-17,0.000211459,0.000213576,0.000207341,0.000210912,99077.8
06-02-17,0.000210396,0.000215579,0.000208226,0.000214024,90883.8
07-02-17,0.000211781,0.000214351,0.000206967,0.00020805,110704
08-02-17,0.000211522,0.000216929,0.000206689,0.00021065,162662
09-02-17,0.000207615,0.000215663,0.000201299,0.000204389,200542
10-02-17,0.000203623,0.000209398,0.000200506,0.000207571,94676.6
11-02-17,0.000208205,0.00021515,0.000202762,0.000209768,94779.2
12-02-17,0.00020987,0.000210796,0.000204966,0.000208254,96617.9
13-02-17,0.000210448,0.00021146,0.000204354,0.000207824,128635
14-02-17,0.000207824,0.000212897,0.000204735,0.000208628,129514
15-02-17,0.000208199,0.000212109,0.000202943,0.00020907,154245
16-02-17,0.000209269,0.000212443,0.000201611,0.000207491,135279
17-02-17,0.000207257,0.000213317,0.000202067,0.000208676,153199
18-02-17,0.000208578,0.000210214,0.000196017,0.000196709,158688
19-02-17,0.000196692,0.000210476,0.000196439,0.000207641,74856.2
20-02-17,0.00020783,0.000209172,0.000203808,0.000206816,89140.6
21-02-17,0.000210116,0.000210721,0.000201911,0.00020843,102673
22-02-17,0.000208449,0.000209882,0.000197385,0.000201662,108610
23-02-17,0.000201656,0.000207744,0.000197779,0.00020757,110405
24-02-17,0.000207661,0.000211381,0.000202482,0.000207775,118202
25-02-17,0.000204014,0.000209021,0.000200101,0.000200434,64485.2
26-02-17,0.000200054,0.000208333,0.000198945,0.000203079,55007.4
27-02-17,0.00020627,0.000208669,0.000201575,0.000208376,115816
28-02-17,0.000204325,0.000209838,0.000199195,0.000204978,90931.8
01-03-17,0.000205639,0.000209058,0.000201196,0.000202775,136870
02-03-17,0.000205236,0.000210458,0.000201625,0.0002055,203994
03-03-17,0.000205153,0.000212759,0.000201593,0.000210722,146345
04-03-17,0.000211085,0.000216914,0.000194613,0.000204514,94177
05-03-17,0.000204451,0.000211258,0.000201922,0.000206134,69489.8
06-03-17,0.000209963,0.000212648,0.000205084,0.000209798,111585
07-03-17,0.000206097,0.000214982,0.00020471,0.000208639,169049
08-03-17,0.000208808,0.000211879,0.000200025,0.000207948,242738
09-03-17,0.00020701,0.000212147,0.000202066,0.000210908,110162
10-03-17,0.000210794,0.00021834,0.00019805,0.000203927,327829
11-03-17,0.000204728,0.000213222,0.000200398,0.000211293,142059
12-03-17,0.000211599,0.000229368,0.000207244,0.000229368,320578
13-03-17,0.000226639,0.000261492,0.000222504,0.000246985,998448
14-03-17,0.000241264,0.000247176,0.000235715,0.000237921,350586
15-03-17,0.000237898,0.00024507,0.000230685,0.000242898,395931
16-03-17,0.000241193,0.000244448,0.000228061,0.000234935,448480
17-03-17,0.000234938,0.000234938,0.000218049,0.000223222,393182
18-03-17,0.000223265,0.000227774,0.000206983,0.000218561,474001
19-03-17,0.000219206,0.000240256,0.000214922,0.000235076,335532
20-03-17,0.000235471,0.000238621,0.000226363,0.000236306,339899
21-03-17,0.000227095,0.000248088,0.000227095,0.00024568,243988
22-03-17,0.000245236,0.00024741,0.000234654,0.000243432,344528
23-03-17,0.000239141,0.000245085,0.000234523,0.000242123,195765
24-03-17,0.000241763,0.000305108,0.000234668,0.000264487,1776640
25-03-17,0.000264342,0.000297549,0.000249566,0.000297549,1274960
26-03-17,0.000297684,0.000309285,0.000270775,0.000272114,1203110
27-03-17,0.000277658,0.000282835,0.000237758,0.000254212,1082440
28-03-17,0.000246745,0.000285798,0.000245461,0.000273136,708276
29-03-17,0.000279079,0.000281198,0.000264381,0.000272136,399763
30-03-17,0.000277993,0.000328746,0.00026506,0.000303718,1673200
31-03-17,0.000304313,0.000359563,0.00029932,0.00032812,2525700
01-04-17,0.00033289,0.00034885,0.000316691,0.000335176,1030280
02-04-17,0.000336166,0.000526643,0.000327524,0.000489329,4276890
03-04-17,0.000490085,0.000632721,0.00040534,0.000427101,8704480
04-04-17,0.000431951,0.000489845,0.000409382,0.000432034,3070990
05-04-17,0.000437875,0.000444864,0.000421598,0.000441552,1696750
06-04-17,0.000437451,0.000486956,0.000435607,0.000449836,2738610
07-04-17,0.000455974,0.000458394,0.000387169,0.000398385,2669470
08-04-17,0.00039842,0.000432745,0.000397914,0.000432067,1249660
09-04-17,0.000430233,0.000430806,0.000374268,0.000380584,1720980
10-04-17,0.000380546,0.000399613,0.000367822,0.000399613,1181340
11-04-17,0.000396198,0.00040026,0.000380658,0.00039023,694146
12-04-17,0.000388338,0.000415321,0.000386706,0.000414131,940905
13-04-17,0.000415017,0.00043796,0.000405688,0.000424517,1421850
14-04-17,0.000431438,0.000455417,0.000420961,0.000426397,1462360
15-04-17,0.000424847,0.000433904,0.000411822,0.000418244,892718
16-04-17,0.000417354,0.000461818,0.000415795,0.000453509,1835340
17-04-17,0.000453364,0.000479869,0.000447231,0.000459162,1791470
18-04-17,0.000465965,0.000467115,0.000435739,0.000459319,1308510
19-04-17,0.000455532,0.00046019,0.000441983,0.000447593,940790
20-04-17,0.00044807,0.00048303,0.000437616,0.000443007,1828250
21-04-17,0.000440418,0.00045741,0.000438173,0.00045149,692528
22-04-17,0.000456405,0.000469721,0.000441443,0.000463638,853796
23-04-17,0.000467809,0.000539897,0.000462868,0.000521851,3778280
24-04-17,0.000525597,0.000530062,0.000498247,0.00051489,1427570
25-04-17,0.000511083,0.000545981,0.00051062,0.000527243,1498410
26-04-17,0.000533569,0.000552423,0.000526879,0.000543756,1349140
27-04-17,0.000548808,0.000671823,0.000544974,0.000631937,4707330
28-04-17,0.00062477,0.000704542,0.000616863,0.000677997,4437500
29-04-17,0.000679313,0.000770959,0.000679313,0.000733723,5870990
30-04-17,0.000735673,0.000770843,0.000727475,0.000746315,3614180
01-05-17,0.000746212,0.000764663,0.000638261,0.000686212,5565600
02-05-17,0.000688529,0.000696289,0.000572801,0.000610461,5211860
03-05-17,0.000610811,0.000694876,0.000591247,0.000678308,4436450
04-05-17,0.000686009,0.000763315,0.000674934,0.000744322,4638240
05-05-17,0.000737505,0.000931748,0.000736457,0.000839674,9754900
06-05-17,0.000836611,0.0011694,0.000808855,0.0011694,14651900
07-05-17,0.00117556,0.00142956,0.00115673,0.00130453,34856400
08-05-17,0.00133484,0.00152329,0.0012489,0.00152059,23381600
09-05-17,0.00153078,0.00153078,0.00110696,0.00123879,18473100
10-05-17,0.00125308,0.001382,0.00119994,0.00123893,9734520
11-05-17,0.00123586,0.0012505,0.00112402,0.00121224,7417150
12-05-17,0.00121516,0.00126298,0.00118185,0.00118332,6218670
13-05-17,0.00118798,0.00121179,0.00112311,0.00118354,5599360
14-05-17,0.00119784,0.00127381,0.00118834,0.00127381,4752270
15-05-17,0.00127525,0.00127654,0.00109831,0.00112801,5239470
16-05-17,0.00112252,0.00112508,0.000994552,0.00105947,7799600
17-05-17,0.00106757,0.00139593,0.00106757,0.00131843,19914100
18-05-17,0.00131795,0.00164747,0.00128988,0.00150837,30426900
19-05-17,0.00151188,0.0015939,0.0014243,0.00151757,15752100
20-05-17,0.00151088,0.00192102,0.00147808,0.00189979,23947700
21-05-17,0.00191031,0.00306166,0.00191031,0.00306166,105483000
22-05-17,0.0030954,0.00376615,0.0024871,0.0034051,122287000
23-05-17,0.0033667,0.00403053,0.00312456,0.00356202,69025696
24-05-17,0.0035433,0.00404414,0.00352366,0.00365906,55427800
25-05-17,0.00370188,0.00371161,0.00292069,0.00299396,47384900
26-05-17,0.00295011,0.0032772,0.00230173,0.00242357,32173900
27-05-17,0.00242757,0.00257088,0.00170046,0.00254114,51605800
28-05-17,0.00258298,0.00285842,0.00230421,0.0025792,34751700
29-05-17,0.00253009,0.00284251,0.00242743,0.00273228,19870300
30-05-17,0.00273379,0.00299441,0.00257027,0.00262329,22734100
31-05-17,0.00263925,0.00273929,0.00239198,0.00265701,19840600
01-06-17,0.00266509,0.00290326,0.00265521,0.00286663,23980700
02-06-17,0.00287776,0.00310056,0.00285793,0.00302616,34663300
03-06-17,0.00302197,0.00337462,0.002814,0.00325116,40595200
04-06-17,0.00327867,0.00349593,0.00307138,0.00317889,47092000
05-06-17,0.00319131,0.00390129,0.00316941,0.00387282,53883800
06-06-17,0.00385869,0.00403649,0.00354948,0.00374085,44359200
07-06-17,0.00376405,0.00381495,0.00330153,0.00330153,29591900
08-06-17,0.00327931,0.00359137,0.00309456,0.0035745,30213200
09-06-17,0.00357604,0.00362435,0.00341816,0.00345254,25259700
10-06-17,0.00342954,0.00348337,0.00329224,0.00331292,22219500
11-06-17,0.00330663,0.00379549,0.0032757,0.00360125,40179500
12-06-17,0.00360336,0.00360336,0.00316647,0.00325288,20308300
13-06-17,0.00324973,0.00343187,0.00324973,0.00331295,15386000
14-06-17,0.00330528,0.00337927,0.00301098,0.00309163,14116100
15-06-17,0.00310021,0.00310993,0.00276418,0.00304276,15751600
16-06-17,0.00304269,0.00320669,0.00294722,0.00316275,13983500
17-06-17,0.00313517,0.00338431,0.00313517,0.00332246,16275900
18-06-17,0.00333469,0.00333597,0.0031707,0.00322982,9348420
19-06-17,0.00321938,0.00325323,0.00314105,0.00314105,12364900
20-06-17,0.00315384,0.00328659,0.00315085,0.00321813,15050400
21-06-17,0.00321854,0.00329204,0.00309533,0.00312464,14635800
22-06-17,0.0031256,0.0031413,0.00304592,0.00310377,9515860
23-06-17,0.00310059,0.00318765,0.00304427,0.00314277,9479750
24-06-17,0.00313905,0.00329354,0.00312107,0.00313528,12055500
25-06-17,0.0031291,0.00343607,0.00287287,0.00296096,25808000
26-06-17,0.00295785,0.00304088,0.00244875,0.00275014,19984800
27-06-17,0.00275014,0.0027659,0.00224516,0.0026226,16548800
28-06-17,0.00263555,0.00282186,0.00252646,0.00279303,9713640
29-06-17,0.00278747,0.00278747,0.00259945,0.00265579,6596660
30-06-17,0.00265409,0.0026815,0.00260084,0.00260168,4828560
01-07-17,0.00260133,0.00289282,0.00241804,0.00264488,5623250
02-07-17,0.00263839,0.00264509,0.00225297,0.00248057,6310430
03-07-17,0.0024671,0.00260119,0.00239456,0.00253279,7488410
04-07-17,0.00252682,0.00261217,0.00250965,0.00251822,5302360
05-07-17,0.00250399,0.00282943,0.00242343,0.0027135,17293700
06-07-17,0.00271105,0.00282002,0.00260139,0.00263617,10702300
07-07-17,0.00262917,0.00262917,0.00238768,0.00239723,7367710
08-07-17,0.0023857,0.00246096,0.00220247,0.00244039,8176760
09-07-17,0.00244206,0.00249187,0.00232606,0.00233016,4122620
10-07-17,0.00233759,0.00237305,0.00186524,0.00195244,7350820
11-07-17,0.00195554,0.00203555,0.00176817,0.00177886,9803180
12-07-17,0.00175864,0.0019381,0.00167378,0.0019381,9627830
13-07-17,0.00195848,0.00205606,0.00177973,0.00182277,6931840
14-07-17,0.00182626,0.00185063,0.0016324,0.00168127,3700410
15-07-17,0.00167514,0.00167514,0.00147686,0.00148381,3788270
16-07-17,0.0014836,0.00152427,0.00128023,0.00130721,4390690
17-07-17,0.00130303,0.0015541,0.00130303,0.0015197,4765630
18-07-17,0.00152281,0.00188811,0.00146742,0.00186367,10344200
19-07-17,0.00186951,0.00193468,0.00168666,0.00168884,8549310
20-07-17,0.00169353,0.00200963,0.00169353,0.00193452,7934090
21-07-17,0.00195448,0.00202331,0.00189767,0.00193628,6889580
22-07-17,0.00193585,0.00210202,0.00192061,0.00209465,6184110
23-07-17,0.00209668,0.00219341,0.00188922,0.00197241,10407100
24-07-17,0.00197315,0.00200964,0.00191151,0.00197971,3671250
25-07-17,0.00199747,0.00200177,0.0017029,0.00177338,4078660
26-07-17,0.00177236,0.001814,0.00165897,0.00181014,3897040
27-07-17,0.0018103,0.00187212,0.00177766,0.00185596,3369400
28-07-17,0.00185546,0.00187105,0.00175097,0.0017819,4510970
29-07-17,0.00177232,0.00177385,0.00166197,0.00176831,2728040
30-07-17,0.0017709,0.00177266,0.00169121,0.001719,2110290
31-07-17,0.00171312,0.00172788,0.00163194,0.0017184,3841680
01-08-17,0.00171918,0.00180328,0.00164194,0.00179199,4465920
02-08-17,0.00179042,0.00182327,0.00174568,0.00178833,4626730
03-08-17,0.00178543,0.00180727,0.00175934,0.0017951,3213770
04-08-17,0.00179403,0.00184672,0.00178442,0.00182037,3828740
05-08-17,0.00181683,0.00208731,0.00180433,0.00208731,8047780
06-08-17,0.00208624,0.00213984,0.00190112,0.00190935,6541340
07-08-17,0.00191942,0.00197383,0.00188164,0.00194902,5318800
08-08-17,0.00194958,0.00198709,0.00192942,0.0019611,4784700
09-08-17,0.00196114,0.00197353,0.00189454,0.00193684,4251240
10-08-17,0.00193919,0.00194497,0.00189094,0.00189581,4006990
11-08-17,0.00189653,0.00189653,0.00181738,0.00188013,5135210
12-08-17,0.00187664,0.00199239,0.00182848,0.00185561,7282380
13-08-17,0.0018528,0.00187407,0.00173102,0.00180735,4744330
14-08-17,0.00180733,0.00182992,0.00171105,0.00176245,4321530
15-08-17,0.00175765,0.00182658,0.00165592,0.00173797,7095620
16-08-17,0.00173173,0.00179818,0.0017002,0.00177439,3874060
17-08-17,0.00178059,0.00179907,0.00157468,0.0017103,3365590
18-08-17,0.00171142,0.00175934,0.00165359,0.00167807,3190510
19-08-17,0.00168113,0.00170936,0.00164712,0.00167808,3028000
20-08-17,0.00166982,0.0017265,0.00163559,0.00170717,3050890
21-08-17,0.00169309,0.00171183,0.00164414,0.00171183,3580650
22-08-17,0.00171335,0.00173084,0.00161555,0.00171605,3645340
23-08-17,0.00171514,0.0017905,0.00170031,0.00173174,5481120
24-08-17,0.00173062,0.00184541,0.00172193,0.00181637,4796720
25-08-17,0.00180805,0.00182964,0.00176164,0.00178962,2654040
26-08-17,0.00178701,0.00179687,0.00173549,0.00177784,1935350
27-08-17,0.0017791,0.00178439,0.0017448,0.0017595,2241620
28-08-17,0.00176436,0.00182468,0.00175148,0.00182468,3210440
29-08-17,0.00182187,0.00192353,0.00179502,0.00186691,6879110
30-08-17,0.00186234,0.0021514,0.00181724,0.00210522,17500900
31-08-17,0.00210311,0.00215021,0.00201691,0.00206352,12968400
01-09-17,0.00206374,0.00254337,0.00204949,0.00254337,16681400
02-09-17,0.00255675,0.00270123,0.0021335,0.00222595,23789600
03-09-17,0.00226277,0.00232613,0.00208952,0.00215254,8700780
04-09-17,0.00216926,0.00216926,0.00172103,0.00178611,11195900
05-09-17,0.00180033,0.0019429,0.00153959,0.00190754,11565200
06-09-17,0.00191151,0.00204246,0.00186547,0.00201855,11077100
07-09-17,0.00201581,0.00201581,0.00192018,0.0019275,7589980
08-09-17,0.00193005,0.00195639,0.00153274,0.00159584,10583000
09-09-17,0.00158611,0.00164536,0.00153351,0.00156777,6441030
10-09-17,0.00157318,0.00158148,0.00125449,0.00139481,10036300
11-09-17,0.00139677,0.00150487,0.00138711,0.00146318,6644960
12-09-17,0.00146534,0.00157772,0.0014349,0.00143977,8575960
13-09-17,0.00144162,0.00144162,0.00133305,0.00139819,4788820
14-09-17,0.00138359,0.00139733,0.000853907,0.000853907,13435300
15-09-17,0.000851927,0.000949987,0.000625559,0.000865367,21413000
16-09-17,0.000847583,0.000921483,0.000773852,0.000866827,13242000
17-09-17,0.000867045,0.000867759,0.00076658,0.000852793,6776550
18-09-17,0.000853484,0.000959854,0.000836997,0.000947436,7127750
19-09-17,0.000939528,0.00096408,0.000851515,0.000890381,5206600
20-09-17,0.000881047,0.000888203,0.000828432,0.000862411,4641920
21-09-17,0.000849506,0.000863549,0.000735748,0.000755163,3157030
22-09-17,0.000762327,0.000783434,0.000712064,0.000772038,3758470
23-09-17,0.000771372,0.000974126,0.000759731,0.000953918,7670640
24-09-17,0.000939741,0.000982723,0.000877873,0.000891532,4928520
